person,question,response_n,response,choices_json
p76,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p76,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p76,At what kind of facilities would you like to see the meetup?,2,Restaurants,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p77,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p77,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p77,At what kind of facilities would you like to see the meetup?,2,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p78,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p79,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p79,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p80,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p80,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p81,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p81,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p82,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p82,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p83,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p83,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p83,At what kind of facilities would you like to see the meetup?,2,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p84,At what kind of facilities would you like to see the meetup?,0,,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p85,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p85,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p86,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p86,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p86,At what kind of facilities would you like to see the meetup?,2,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p87,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p87,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p88,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p88,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p88,At what kind of facilities would you like to see the meetup?,2,Restaurants,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p88,At what kind of facilities would you like to see the meetup?,3,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p89,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p89,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p90,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p90,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p91,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p91,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p91,At what kind of facilities would you like to see the meetup?,2,Restaurants,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p91,At what kind of facilities would you like to see the meetup?,3,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p91,At what kind of facilities would you like to see the meetup?,4,Campus,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p92,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p92,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p93,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p93,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p93,At what kind of facilities would you like to see the meetup?,2,Restaurants,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p93,At what kind of facilities would you like to see the meetup?,3,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p94,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p94,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p95,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p95,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p96,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p96,At what kind of facilities would you like to see the meetup?,1,Bars,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p96,At what kind of facilities would you like to see the meetup?,2,Restaurants,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p96,At what kind of facilities would you like to see the meetup?,3,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p97,At what kind of facilities would you like to see the meetup?,0,Libraries,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p97,At what kind of facilities would you like to see the meetup?,1,Offices,"[""Libraries"", ""Bars"", ""Restaurants"", ""Offices"", ""Other:""]"
p0,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p0,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p0,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p1,At what skill level would you like to see events hosted?,0,,"[""Introductory"", ""Intermediate"", ""Expert""]"
p2,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p2,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p2,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p3,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p3,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p4,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p4,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p5,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p5,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p6,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p6,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p7,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p7,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p8,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p8,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p9,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p9,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p10,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p10,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p11,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p11,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p11,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p12,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p12,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p12,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p13,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p13,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p14,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p14,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p15,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p15,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p16,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p16,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p17,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p17,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p18,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p18,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p18,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p19,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p19,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p20,At what skill level would you like to see events hosted?,0,,"[""Introductory"", ""Intermediate"", ""Expert""]"
p21,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p21,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p21,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p22,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p22,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p22,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p23,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p23,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p24,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p24,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p24,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p25,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p25,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p26,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p26,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p26,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p27,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p28,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p28,At what skill level would you like to see events hosted?,1,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p29,At what skill level would you like to see events hosted?,0,Introductory,"[""Introductory"", ""Intermediate"", ""Expert""]"
p29,At what skill level would you like to see events hosted?,1,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
p29,At what skill level would you like to see events hosted?,2,Expert,"[""Introductory"", ""Intermediate"", ""Expert""]"
p30,At what skill level would you like to see events hosted?,0,Intermediate,"[""Introductory"", ""Intermediate"", ""Expert""]"
