person,question,response_str,response_n,response
p0,q0,"Libraries, Offices",0,Libraries
p0,q0,"Libraries, Offices",1, Offices
p1,q0,"Libraries, Offices, University works best for many and many (like Wisconsin Institute for Discovery or CS/engineering department)",0,Libraries
p1,q0,"Libraries, Offices, University works best for many and many (like Wisconsin Institute for Discovery or CS/engineering department)",1, Offices
p1,q0,"Libraries, Offices, University works best for many and many (like Wisconsin Institute for Discovery or CS/engineering department)",2, University works best for many and many (like Wisconsin Institute for Discovery or CS/engineering department)
p2,q0,"Libraries, Offices",0,Libraries
p2,q0,"Libraries, Offices",1, Offices
p3,q0,Libraries,0,Libraries
p4,q0,"Libraries, Restaurants, Offices",0,Libraries
p4,q0,"Libraries, Restaurants, Offices",1, Restaurants
p4,q0,"Libraries, Restaurants, Offices",2, Offices
p5,q0,Libraries,0,Libraries
p6,q0,Libraries,0,Libraries
p7,q0,"Libraries, Offices",0,Libraries
p7,q0,"Libraries, Offices",1, Offices
p8,q0,"Libraries, Offices",0,Libraries
p8,q0,"Libraries, Offices",1, Offices
p9,q0,"Libraries, Offices",0,Libraries
p9,q0,"Libraries, Offices",1, Offices
p10,q0,"Libraries, Restaurants, Offices",0,Libraries
p10,q0,"Libraries, Restaurants, Offices",1, Restaurants
p10,q0,"Libraries, Restaurants, Offices",2, Offices
p11,q0,"Libraries, Offices",0,Libraries
p11,q0,"Libraries, Offices",1, Offices
p12,q0,"Libraries, Offices",0,Libraries
p12,q0,"Libraries, Offices",1, Offices
p13,q0,"Libraries, Bars, Restaurants, Offices",0,Libraries
p13,q0,"Libraries, Bars, Restaurants, Offices",1, Bars
p13,q0,"Libraries, Bars, Restaurants, Offices",2, Restaurants
p13,q0,"Libraries, Bars, Restaurants, Offices",3, Offices
p14,q0,"Libraries, Offices",0,Libraries
p14,q0,"Libraries, Offices",1, Offices
p15,q0,"Libraries, Offices",0,Libraries
p15,q0,"Libraries, Offices",1, Offices
p16,q0,Libraries,0,Libraries
p17,q0,"Libraries, Offices",0,Libraries
p17,q0,"Libraries, Offices",1, Offices
p18,q0,"Libraries, Offices",0,Libraries
p18,q0,"Libraries, Offices",1, Offices
p19,q0,"Libraries, Bars, Offices, UW Facilities? If available to non-students",0,Libraries
p19,q0,"Libraries, Bars, Offices, UW Facilities? If available to non-students",1, Bars
p19,q0,"Libraries, Bars, Offices, UW Facilities? If available to non-students",2, Offices
p19,q0,"Libraries, Bars, Offices, UW Facilities? If available to non-students",3, UW Facilities? If available to non-students
p20,q0,"Libraries, Bars, Offices",0,Libraries
p20,q0,"Libraries, Bars, Offices",1, Bars
p20,q0,"Libraries, Bars, Offices",2, Offices
p21,q0,"Libraries, Bars, Restaurants, Offices",0,Libraries
p21,q0,"Libraries, Bars, Restaurants, Offices",1, Bars
p21,q0,"Libraries, Bars, Restaurants, Offices",2, Restaurants
p21,q0,"Libraries, Bars, Restaurants, Offices",3, Offices
p22,q0,"Libraries, Restaurants, Offices",0,Libraries
p22,q0,"Libraries, Restaurants, Offices",1, Restaurants
p22,q0,"Libraries, Restaurants, Offices",2, Offices
p23,q0,"Bars, Restaurants, Anywhere with beer",0,Bars
p23,q0,"Bars, Restaurants, Anywhere with beer",1, Restaurants
p23,q0,"Bars, Restaurants, Anywhere with beer",2, Anywhere with beer
p24,q0,"Libraries, Offices",0,Libraries
p24,q0,"Libraries, Offices",1, Offices
p25,q0,"Libraries, Restaurants, Offices",0,Libraries
p25,q0,"Libraries, Restaurants, Offices",1, Restaurants
p25,q0,"Libraries, Restaurants, Offices",2, Offices
p26,q0,"Libraries, Restaurants, Offices",0,Libraries
p26,q0,"Libraries, Restaurants, Offices",1, Restaurants
p26,q0,"Libraries, Restaurants, Offices",2, Offices
p27,q0,"Libraries, Bars, Offices",0,Libraries
p27,q0,"Libraries, Bars, Offices",1, Bars
p27,q0,"Libraries, Bars, Offices",2, Offices
p28,q0,"Libraries, Bars",0,Libraries
p28,q0,"Libraries, Bars",1, Bars
p29,q0,"Libraries, Offices",0,Libraries
p29,q0,"Libraries, Offices",1, Offices
p30,q0,"Libraries, Bars, Offices",0,Libraries
p30,q0,"Libraries, Bars, Offices",1, Bars
p30,q0,"Libraries, Bars, Offices",2, Offices
p31,q0,"Libraries, Bars, Restaurants, Offices, Campus",0,Libraries
p31,q0,"Libraries, Bars, Restaurants, Offices, Campus",1, Bars
p31,q0,"Libraries, Bars, Restaurants, Offices, Campus",2, Restaurants
p31,q0,"Libraries, Bars, Restaurants, Offices, Campus",3, Offices
p31,q0,"Libraries, Bars, Restaurants, Offices, Campus",4, Campus
p32,q0,"Libraries, Offices",0,Libraries
p32,q0,"Libraries, Offices",1, Offices
p33,q0,"Libraries, Bars, Offices",0,Libraries
p33,q0,"Libraries, Bars, Offices",1, Bars
p33,q0,"Libraries, Bars, Offices",2, Offices
p34,q0,"Libraries, Bars, Restaurants, Offices, Depends on the purpose of the specific meetup. more quiet for presentations/hacks, more load for more social",0,Libraries
p34,q0,"Libraries, Bars, Restaurants, Offices, Depends on the purpose of the specific meetup. more quiet for presentations/hacks, more load for more social",1, Bars
p34,q0,"Libraries, Bars, Restaurants, Offices, Depends on the purpose of the specific meetup. more quiet for presentations/hacks, more load for more social",2, Restaurants
p34,q0,"Libraries, Bars, Restaurants, Offices, Depends on the purpose of the specific meetup. more quiet for presentations/hacks, more load for more social",3, Offices
p34,q0,"Libraries, Bars, Restaurants, Offices, Depends on the purpose of the specific meetup. more quiet for presentations/hacks, more load for more social",4, Depends on the purpose of the specific meetup. more quiet for presentations/hacks
p34,q0,"Libraries, Bars, Restaurants, Offices, Depends on the purpose of the specific meetup. more quiet for presentations/hacks, more load for more social",5, more load for more social
p35,q0,"Libraries, Offices",0,Libraries
p35,q0,"Libraries, Offices",1, Offices
p36,q0,"Libraries, Restaurants, Offices",0,Libraries
p36,q0,"Libraries, Restaurants, Offices",1, Restaurants
p36,q0,"Libraries, Restaurants, Offices",2, Offices
p37,q0,"Libraries, Offices",0,Libraries
p37,q0,"Libraries, Offices",1, Offices
p38,q0,Libraries,0,Libraries
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",0,Libraries
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",1, Bars
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",2, Restaurants
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",3, Offices
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",4, coffee shops
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",5, maker spaces; just about anywhere as long as it's comfortable
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",6, not too noisy/many distractions
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",7, the venue has sufficient seating/space
p39,q0,"Libraries, Bars, Restaurants, Offices, coffee shops, maker spaces; just about anywhere as long as it's comfortable, not too noisy/many distractions, the venue has sufficient seating/space, and has or supports appropriate presentation equipment",8, and has or supports appropriate presentation equipment
p40,q0,"Libraries, Offices",0,Libraries
p40,q0,"Libraries, Offices",1, Offices
p41,q0,"Libraries, Offices",0,Libraries
p41,q0,"Libraries, Offices",1, Offices
p42,q0,"Libraries, Offices",0,Libraries
p42,q0,"Libraries, Offices",1, Offices
p43,q0,"Libraries, Bars, Offices",0,Libraries
p43,q0,"Libraries, Bars, Offices",1, Bars
p43,q0,"Libraries, Bars, Offices",2, Offices
p44,q0,"Libraries, Offices",0,Libraries
p44,q0,"Libraries, Offices",1, Offices
p45,q0,"Libraries, Offices",0,Libraries
p45,q0,"Libraries, Offices",1, Offices
p46,q0,"Libraries, Bars",0,Libraries
p46,q0,"Libraries, Bars",1, Bars
p47,q0,"Libraries, Bars, Offices",0,Libraries
p47,q0,"Libraries, Bars, Offices",1, Bars
p47,q0,"Libraries, Bars, Offices",2, Offices
p48,q0,"Libraries, Offices",0,Libraries
p48,q0,"Libraries, Offices",1, Offices
p49,q0,Libraries,0,Libraries
p50,q0,"Libraries, Bars, Restaurants, Offices",0,Libraries
p50,q0,"Libraries, Bars, Restaurants, Offices",1, Bars
p50,q0,"Libraries, Bars, Restaurants, Offices",2, Restaurants
p50,q0,"Libraries, Bars, Restaurants, Offices",3, Offices
p51,q0,Libraries,0,Libraries
p52,q0,"Libraries, Offices",0,Libraries
p52,q0,"Libraries, Offices",1, Offices
p53,q0,"Libraries, Bars, Offices",0,Libraries
p53,q0,"Libraries, Bars, Offices",1, Bars
p53,q0,"Libraries, Bars, Offices",2, Offices
p54,q0,"Libraries, Offices",0,Libraries
p54,q0,"Libraries, Offices",1, Offices
p55,q0,"Libraries, Bars, Offices",0,Libraries
p55,q0,"Libraries, Bars, Offices",1, Bars
p55,q0,"Libraries, Bars, Offices",2, Offices
p56,q0,"Libraries, Restaurants, Offices",0,Libraries
p56,q0,"Libraries, Restaurants, Offices",1, Restaurants
p56,q0,"Libraries, Restaurants, Offices",2, Offices
p57,q0,"Libraries, Bars, Restaurants, Offices",0,Libraries
p57,q0,"Libraries, Bars, Restaurants, Offices",1, Bars
p57,q0,"Libraries, Bars, Restaurants, Offices",2, Restaurants
p57,q0,"Libraries, Bars, Restaurants, Offices",3, Offices
p58,q0,"Libraries, Offices",0,Libraries
p58,q0,"Libraries, Offices",1, Offices
p59,q0,"Libraries, Bars",0,Libraries
p59,q0,"Libraries, Bars",1, Bars
p60,q0,,0,
p61,q0,"Libraries, Offices",0,Libraries
p61,q0,"Libraries, Offices",1, Offices
p62,q0,,0,
p63,q0,"Bars, Restaurants, Offices",0,Bars
p63,q0,"Bars, Restaurants, Offices",1, Restaurants
p63,q0,"Bars, Restaurants, Offices",2, Offices
p64,q0,"Libraries, Bars, Restaurants, Offices",0,Libraries
p64,q0,"Libraries, Bars, Restaurants, Offices",1, Bars
p64,q0,"Libraries, Bars, Restaurants, Offices",2, Restaurants
p64,q0,"Libraries, Bars, Restaurants, Offices",3, Offices
p65,q0,Libraries,0,Libraries
p66,q0,"Libraries, Restaurants, Offices",0,Libraries
p66,q0,"Libraries, Restaurants, Offices",1, Restaurants
p66,q0,"Libraries, Restaurants, Offices",2, Offices
p67,q0,"Libraries, Bars, Offices",0,Libraries
p67,q0,"Libraries, Bars, Offices",1, Bars
p67,q0,"Libraries, Bars, Offices",2, Offices
p68,q0,"Bars, Offices, classrooms",0,Bars
p68,q0,"Bars, Offices, classrooms",1, Offices
p68,q0,"Bars, Offices, classrooms",2, classrooms
p69,q0,"Libraries, Offices",0,Libraries
p69,q0,"Libraries, Offices",1, Offices
p70,q0,"Libraries, Bars",0,Libraries
p70,q0,"Libraries, Bars",1, Bars
p71,q0,"Libraries, Bars",0,Libraries
p71,q0,"Libraries, Bars",1, Bars
p72,q0,"Libraries, Offices",0,Libraries
p72,q0,"Libraries, Offices",1, Offices
p73,q0,"Libraries, Bars, Restaurants, coffee shops",0,Libraries
p73,q0,"Libraries, Bars, Restaurants, coffee shops",1, Bars
p73,q0,"Libraries, Bars, Restaurants, coffee shops",2, Restaurants
p73,q0,"Libraries, Bars, Restaurants, coffee shops",3, coffee shops
p74,q0,"Libraries, Offices",0,Libraries
p74,q0,"Libraries, Offices",1, Offices
p75,q0,"Libraries, Bars, Restaurants",0,Libraries
p75,q0,"Libraries, Bars, Restaurants",1, Bars
p75,q0,"Libraries, Bars, Restaurants",2, Restaurants
p76,q0,"Libraries, Offices",0,Libraries
p76,q0,"Libraries, Offices",1, Offices
p77,q0,"Libraries, Offices",0,Libraries
p77,q0,"Libraries, Offices",1, Offices
p78,q0,"Libraries, Offices",0,Libraries
p78,q0,"Libraries, Offices",1, Offices
p79,q0,"Libraries, Bars, Offices",0,Libraries
p79,q0,"Libraries, Bars, Offices",1, Bars
p79,q0,"Libraries, Bars, Offices",2, Offices
p80,q0,"Libraries, Restaurants, Offices",0,Libraries
p80,q0,"Libraries, Restaurants, Offices",1, Restaurants
p80,q0,"Libraries, Restaurants, Offices",2, Offices
p81,q0,"Libraries, Offices",0,Libraries
p81,q0,"Libraries, Offices",1, Offices
p82,q0,"Libraries, Offices",0,Libraries
p82,q0,"Libraries, Offices",1, Offices
p83,q0,"Libraries, Bars, Restaurants, Offices",0,Libraries
p83,q0,"Libraries, Bars, Restaurants, Offices",1, Bars
p83,q0,"Libraries, Bars, Restaurants, Offices",2, Restaurants
p83,q0,"Libraries, Bars, Restaurants, Offices",3, Offices
p84,q0,Offices,0,Offices
p0,q1,Intermediate,0,Intermediate
p1,q1,Intermediate,0,Intermediate
p2,q1,"Introductory, Intermediate",0,Introductory
p2,q1,"Introductory, Intermediate",1, Intermediate
p3,q1,"Introductory, Intermediate, Expert",0,Introductory
p3,q1,"Introductory, Intermediate, Expert",1, Intermediate
p3,q1,"Introductory, Intermediate, Expert",2, Expert
p4,q1,Introductory,0,Introductory
p5,q1,"Introductory, Intermediate",0,Introductory
p5,q1,"Introductory, Intermediate",1, Intermediate
p6,q1,"Introductory, Intermediate, Expert",0,Introductory
p6,q1,"Introductory, Intermediate, Expert",1, Intermediate
p6,q1,"Introductory, Intermediate, Expert",2, Expert
p7,q1,"Intermediate, Expert",0,Intermediate
p7,q1,"Intermediate, Expert",1, Expert
p8,q1,"Intermediate, Expert",0,Intermediate
p8,q1,"Intermediate, Expert",1, Expert
p9,q1,"Intermediate, Expert",0,Intermediate
p9,q1,"Intermediate, Expert",1, Expert
p10,q1,"Intermediate, Expert",0,Intermediate
p10,q1,"Intermediate, Expert",1, Expert
p11,q1,Introductory,0,Introductory
p12,q1,"Introductory, Intermediate",0,Introductory
p12,q1,"Introductory, Intermediate",1, Intermediate
p13,q1,Intermediate,0,Intermediate
p14,q1,"Introductory, Intermediate",0,Introductory
p14,q1,"Introductory, Intermediate",1, Intermediate
p15,q1,"Intermediate, Expert",0,Intermediate
p15,q1,"Intermediate, Expert",1, Expert
p16,q1,"Intermediate, Expert",0,Intermediate
p16,q1,"Intermediate, Expert",1, Expert
p17,q1,"Introductory, Intermediate, Expert",0,Introductory
p17,q1,"Introductory, Intermediate, Expert",1, Intermediate
p17,q1,"Introductory, Intermediate, Expert",2, Expert
p18,q1,Intermediate,0,Intermediate
p19,q1,"Intermediate, Expert",0,Intermediate
p19,q1,"Intermediate, Expert",1, Expert
p20,q1,"Introductory, Intermediate, Expert",0,Introductory
p20,q1,"Introductory, Intermediate, Expert",1, Intermediate
p20,q1,"Introductory, Intermediate, Expert",2, Expert
p21,q1,"Introductory, Intermediate, Expert",0,Introductory
p21,q1,"Introductory, Intermediate, Expert",1, Intermediate
p21,q1,"Introductory, Intermediate, Expert",2, Expert
p22,q1,"Intermediate, Expert",0,Intermediate
p22,q1,"Intermediate, Expert",1, Expert
p23,q1,,0,
p24,q1,"Intermediate, Expert",0,Intermediate
p24,q1,"Intermediate, Expert",1, Expert
p25,q1,"Introductory, Intermediate",0,Introductory
p25,q1,"Introductory, Intermediate",1, Intermediate
p26,q1,"Introductory, Intermediate",0,Introductory
p26,q1,"Introductory, Intermediate",1, Intermediate
p27,q1,"Intermediate, Expert",0,Intermediate
p27,q1,"Intermediate, Expert",1, Expert
p28,q1,"Introductory, Intermediate",0,Introductory
p28,q1,"Introductory, Intermediate",1, Intermediate
p29,q1,Introductory,0,Introductory
p30,q1,"Introductory, Intermediate, Expert",0,Introductory
p30,q1,"Introductory, Intermediate, Expert",1, Intermediate
p30,q1,"Introductory, Intermediate, Expert",2, Expert
p31,q1,"Intermediate, Expert",0,Intermediate
p31,q1,"Intermediate, Expert",1, Expert
p32,q1,"Intermediate, Expert",0,Intermediate
p32,q1,"Intermediate, Expert",1, Expert
p33,q1,"Introductory, Intermediate, Expert",0,Introductory
p33,q1,"Introductory, Intermediate, Expert",1, Intermediate
p33,q1,"Introductory, Intermediate, Expert",2, Expert
p34,q1,,0,
p35,q1,"Intermediate, Expert",0,Intermediate
p35,q1,"Intermediate, Expert",1, Expert
p36,q1,"Intermediate, Expert",0,Intermediate
p36,q1,"Intermediate, Expert",1, Expert
p37,q1,"Intermediate, Expert",0,Intermediate
p37,q1,"Intermediate, Expert",1, Expert
p38,q1,"Introductory, Intermediate, Expert",0,Introductory
p38,q1,"Introductory, Intermediate, Expert",1, Intermediate
p38,q1,"Introductory, Intermediate, Expert",2, Expert
p39,q1,"Introductory, Intermediate, Expert",0,Introductory
p39,q1,"Introductory, Intermediate, Expert",1, Intermediate
p39,q1,"Introductory, Intermediate, Expert",2, Expert
p40,q1,Intermediate,0,Intermediate
p41,q1,"Introductory, Intermediate",0,Introductory
p41,q1,"Introductory, Intermediate",1, Intermediate
p42,q1,"Introductory, Intermediate, Expert",0,Introductory
p42,q1,"Introductory, Intermediate, Expert",1, Intermediate
p42,q1,"Introductory, Intermediate, Expert",2, Expert
p43,q1,"Introductory, Intermediate",0,Introductory
p43,q1,"Introductory, Intermediate",1, Intermediate
p44,q1,"Intermediate, Expert",0,Intermediate
p44,q1,"Intermediate, Expert",1, Expert
p45,q1,"Introductory, Intermediate, Expert",0,Introductory
p45,q1,"Introductory, Intermediate, Expert",1, Intermediate
p45,q1,"Introductory, Intermediate, Expert",2, Expert
p46,q1,"Intermediate, Expert",0,Intermediate
p46,q1,"Intermediate, Expert",1, Expert
p47,q1,"Intermediate, Expert",0,Intermediate
p47,q1,"Intermediate, Expert",1, Expert
p48,q1,"Introductory, Intermediate, Expert",0,Introductory
p48,q1,"Introductory, Intermediate, Expert",1, Intermediate
p48,q1,"Introductory, Intermediate, Expert",2, Expert
p49,q1,"Introductory, Intermediate, Expert",0,Introductory
p49,q1,"Introductory, Intermediate, Expert",1, Intermediate
p49,q1,"Introductory, Intermediate, Expert",2, Expert
p50,q1,"Intermediate, Expert",0,Intermediate
p50,q1,"Intermediate, Expert",1, Expert
p51,q1,"Introductory, Intermediate",0,Introductory
p51,q1,"Introductory, Intermediate",1, Intermediate
p52,q1,"Intermediate, Expert",0,Intermediate
p52,q1,"Intermediate, Expert",1, Expert
p53,q1,"Introductory, Intermediate",0,Introductory
p53,q1,"Introductory, Intermediate",1, Intermediate
p54,q1,Intermediate,0,Intermediate
p55,q1,"Introductory, Intermediate, Expert",0,Introductory
p55,q1,"Introductory, Intermediate, Expert",1, Intermediate
p55,q1,"Introductory, Intermediate, Expert",2, Expert
p56,q1,"Introductory, Beginner, Intermediate, Expert",0,Introductory
p56,q1,"Introductory, Beginner, Intermediate, Expert",1, Beginner
p56,q1,"Introductory, Beginner, Intermediate, Expert",2, Intermediate
p56,q1,"Introductory, Beginner, Intermediate, Expert",3, Expert
p57,q1,"Intermediate, Expert",0,Intermediate
p57,q1,"Intermediate, Expert",1, Expert
p58,q1,"Intermediate, Expert",0,Intermediate
p58,q1,"Intermediate, Expert",1, Expert
p59,q1,,0,
p60,q1,Intermediate,0,Intermediate
p61,q1,"Introductory, Intermediate",0,Introductory
p61,q1,"Introductory, Intermediate",1, Intermediate
p62,q1,"Introductory, Intermediate, Expert",0,Introductory
p62,q1,"Introductory, Intermediate, Expert",1, Intermediate
p62,q1,"Introductory, Intermediate, Expert",2, Expert
p63,q1,"Introductory, Beginner, Intermediate, Expert",0,Introductory
p63,q1,"Introductory, Beginner, Intermediate, Expert",1, Beginner
p63,q1,"Introductory, Beginner, Intermediate, Expert",2, Intermediate
p63,q1,"Introductory, Beginner, Intermediate, Expert",3, Expert
p64,q1,Introductory,0,Introductory
p65,q1,"Introductory, Intermediate",0,Introductory
p65,q1,"Introductory, Intermediate",1, Intermediate
p66,q1,"Introductory, Intermediate, Expert",0,Introductory
p66,q1,"Introductory, Intermediate, Expert",1, Intermediate
p66,q1,"Introductory, Intermediate, Expert",2, Expert
p67,q1,"Introductory, Intermediate, Expert",0,Introductory
p67,q1,"Introductory, Intermediate, Expert",1, Intermediate
p67,q1,"Introductory, Intermediate, Expert",2, Expert
p68,q1,"Introductory, Intermediate",0,Introductory
p68,q1,"Introductory, Intermediate",1, Intermediate
p69,q1,Intermediate,0,Intermediate
p70,q1,"Introductory, Intermediate",0,Introductory
p70,q1,"Introductory, Intermediate",1, Intermediate
p71,q1,"Introductory, Intermediate, Expert",0,Introductory
p71,q1,"Introductory, Intermediate, Expert",1, Intermediate
p71,q1,"Introductory, Intermediate, Expert",2, Expert
p72,q1,"Intermediate, Expert",0,Intermediate
p72,q1,"Intermediate, Expert",1, Expert
p73,q1,"Introductory, Intermediate, Expert",0,Introductory
p73,q1,"Introductory, Intermediate, Expert",1, Intermediate
p73,q1,"Introductory, Intermediate, Expert",2, Expert
p74,q1,Introductory,0,Introductory
p75,q1,"Introductory, Intermediate, Expert",0,Introductory
p75,q1,"Introductory, Intermediate, Expert",1, Intermediate
p75,q1,"Introductory, Intermediate, Expert",2, Expert
p76,q1,"Introductory, Intermediate",0,Introductory
p76,q1,"Introductory, Intermediate",1, Intermediate
p77,q1,"Introductory, Intermediate, Expert",0,Introductory
p77,q1,"Introductory, Intermediate, Expert",1, Intermediate
p77,q1,"Introductory, Intermediate, Expert",2, Expert
p78,q1,Expert,0,Expert
p79,q1,Intermediate,0,Intermediate
p80,q1,"Introductory, Intermediate, Expert",0,Introductory
p80,q1,"Introductory, Intermediate, Expert",1, Intermediate
p80,q1,"Introductory, Intermediate, Expert",2, Expert
p81,q1,"Introductory, Intermediate, Expert",0,Introductory
p81,q1,"Introductory, Intermediate, Expert",1, Intermediate
p81,q1,"Introductory, Intermediate, Expert",2, Expert
p82,q1,"Introductory, Intermediate",0,Introductory
p82,q1,"Introductory, Intermediate",1, Intermediate
p83,q1,"Introductory, Intermediate, Expert",0,Introductory
p83,q1,"Introductory, Intermediate, Expert",1, Intermediate
p83,q1,"Introductory, Intermediate, Expert",2, Expert
p84,q1,"Intermediate, Expert",0,Intermediate
p84,q1,"Intermediate, Expert",1, Expert
p0,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p0,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1, Science (scientific & numeric computing/data science)
p1,q2,"Science (scientific & numeric computing/data science), deep learning, computer vision",0,Science (scientific & numeric computing/data science)
p1,q2,"Science (scientific & numeric computing/data science), deep learning, computer vision",1, deep learning
p1,q2,"Science (scientific & numeric computing/data science), deep learning, computer vision",2, computer vision
p2,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p3,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p4,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p5,q2,"Software (engineering/developing), Data utilities",0,Software (engineering/developing)
p5,q2,"Software (engineering/developing), Data utilities",1, Data utilities
p6,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p7,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",0,Software (engineering/developing)
p7,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",1, Science (scientific & numeric computing/data science)
p7,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",2, Web (django/flask/other web development)
p7,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",3, SysAdmin/DevOps
p8,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p9,q2,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",0,Software (engineering/developing)
p9,q2,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",1, Web (django/flask/other web development)
p9,q2,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",2, SysAdmin/DevOps
p10,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",0,Software (engineering/developing)
p10,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",1, Science (scientific & numeric computing/data science)
p10,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",2, Web (django/flask/other web development)
p11,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p12,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p13,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p14,q2,"Software (engineering/developing), SysAdmin/DevOps",0,Software (engineering/developing)
p14,q2,"Software (engineering/developing), SysAdmin/DevOps",1, SysAdmin/DevOps
p15,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p16,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p17,q2,"Software (engineering/developing), Education (teaching & undergraduate studies)",0,Software (engineering/developing)
p17,q2,"Software (engineering/developing), Education (teaching & undergraduate studies)",1, Education (teaching & undergraduate studies)
p18,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p18,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1, Science (scientific & numeric computing/data science)
p19,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p20,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p21,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p21,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1, Science (scientific & numeric computing/data science)
p22,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p23,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p24,q2,"Software (engineering/developing), SysAdmin/DevOps",0,Software (engineering/developing)
p24,q2,"Software (engineering/developing), SysAdmin/DevOps",1, SysAdmin/DevOps
p25,q2,,0,
p26,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p26,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1, Science (scientific & numeric computing/data science)
p27,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p28,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p29,q2,Education (teaching & undergraduate studies),0,Education (teaching & undergraduate studies)
p30,q2,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p31,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), SysAdmin/DevOps",0,Software (engineering/developing)
p31,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), SysAdmin/DevOps",1, Science (scientific & numeric computing/data science)
p31,q2,"Software (engineering/developing), Science (scientific & numeric computing/data science), SysAdmin/DevOps",2, SysAdmin/DevOps
p32,q2,"Science (scientific & numeric computing/data science), Education (teaching & undergraduate studies), SysAdmin/DevOps",0,Science (scientific & numeric computing/data science)
p32,q2,"Science (scientific & numeric computing/data science), Education (teaching & undergraduate studies), SysAdmin/DevOps",1, Education (teaching & undergraduate studies)
