person,question,response_n,response
p27,What do you want to get out of a Madison Python meetup?,0,learn python
p28,What do you want to get out of a Madison Python meetup?,0,Learn more
p29,What do you want to get out of a Madison Python meetup?,0,New skills and mentors.
p30,What do you want to get out of a Madison Python meetup?,0,learn new skills and get informed about new libraries
p31,What do you want to get out of a Madison Python meetup?,0,Tips/tricks
p31,What do you want to get out of a Madison Python meetup?,1,networking with those who have tips/tricks.
p32,What do you want to get out of a Madison Python meetup?,0,Improved and new skills
p32,What do you want to get out of a Madison Python meetup?,1,knowledge sharing and social interaction
p33,What do you want to get out of a Madison Python meetup?,0,
p34,What do you want to get out of a Madison Python meetup?,0,
p35,What do you want to get out of a Madison Python meetup?,0,
p36,What do you want to get out of a Madison Python meetup?,0,
p37,What do you want to get out of a Madison Python meetup?,0,A community.  I want to know other members well enough that I would recognize them by name on the street and I could call them and meet for lunch
p37,What do you want to get out of a Madison Python meetup?,1,etc.. Lectures
p37,What do you want to get out of a Madison Python meetup?,2,presentations
p37,What do you want to get out of a Madison Python meetup?,3,etc... are not as valuable to me because there are already are so many online sources of information about python.
p38,What do you want to get out of a Madison Python meetup?,0,
p39,What do you want to get out of a Madison Python meetup?,0,Share experiences
p40,What do you want to get out of a Madison Python meetup?,0,
p41,What do you want to get out of a Madison Python meetup?,0,Knowledges on new libraries/tecknologies
p42,What do you want to get out of a Madison Python meetup?,0,Get to know folks
p42,What do you want to get out of a Madison Python meetup?,1,learn what other people are doing
p42,What do you want to get out of a Madison Python meetup?,2,and troubleshoot  problems together
p43,What do you want to get out of a Madison Python meetup?,0,Exposure and development in new python tech/ideas.
p44,What do you want to get out of a Madison Python meetup?,0,
p45,What do you want to get out of a Madison Python meetup?,0,Module of the month.  How to write pythonic code.  How to layout/write a module.  Clojures
p45,What do you want to get out of a Madison Python meetup?,1,function decorators
p45,What do you want to get out of a Madison Python meetup?,2,advanced concepts.
p46,What do you want to get out of a Madison Python meetup?,0,
p47,What do you want to get out of a Madison Python meetup?,0,
p48,What do you want to get out of a Madison Python meetup?,0,
p49,What do you want to get out of a Madison Python meetup?,0,Lear more business applications of python in real world
p50,What do you want to get out of a Madison Python meetup?,0,different ways of analyzing data
p50,What do you want to get out of a Madison Python meetup?,1,sharing code
p51,What do you want to get out of a Madison Python meetup?,0,New ideas for using python well
p51,What do you want to get out of a Madison Python meetup?,1,interesting ideas that involve using python
p52,What do you want to get out of a Madison Python meetup?,0,Commune with other Python users and learn new tips/tricks/tools. I mostly use Python for lots of automated reporting
p52,What do you want to get out of a Madison Python meetup?,1,including fetching data from various internal and external APIs
p52,What do you want to get out of a Madison Python meetup?,2,so the scripts I write don't usually have a UI. I'd love to learn more about building full-fledged web apps.
p53,What do you want to get out of a Madison Python meetup?,0,
p54,What do you want to get out of a Madison Python meetup?,0,Network and also applicable knowledge
p55,What do you want to get out of a Madison Python meetup?,0,
p56,What do you want to get out of a Madison Python meetup?,0,
p57,What do you want to get out of a Madison Python meetup?,0,
p58,What do you want to get out of a Madison Python meetup?,0,
p59,What do you want to get out of a Madison Python meetup?,0,I would like to become more proficient in using Python
p59,What do you want to get out of a Madison Python meetup?,1,as well as use it for machine learning
p59,What do you want to get out of a Madison Python meetup?,2,deep learning
p59,What do you want to get out of a Madison Python meetup?,3,and artificial intelligence
p60,What do you want to get out of a Madison Python meetup?,0,Colleagues - I work alone
p61,What do you want to get out of a Madison Python meetup?,0,
p62,What do you want to get out of a Madison Python meetup?,0,
p63,What do you want to get out of a Madison Python meetup?,0,learn new python stuff (e.g. packages/ tools) relevant to data analysis and doing science
p64,What do you want to get out of a Madison Python meetup?,0,Expertise in Python data science and latest developments
p65,What do you want to get out of a Madison Python meetup?,0,
p66,What do you want to get out of a Madison Python meetup?,0,Meet cool people
p66,What do you want to get out of a Madison Python meetup?,1,learn things!
p67,What do you want to get out of a Madison Python meetup?,0,
p68,What do you want to get out of a Madison Python meetup?,0,Interacting with other users
p68,What do you want to get out of a Madison Python meetup?,1,understanding and learning Python
p68,What do you want to get out of a Madison Python meetup?,2,building a network.
p69,What do you want to get out of a Madison Python meetup?,0,To learn new tools and tricks and meet people with other areas of Python expertise
p70,What do you want to get out of a Madison Python meetup?,0,To understand unexplored values in python. Different applications pythons are used in.
p71,What do you want to get out of a Madison Python meetup?,0,Python info and tech
p71,What do you want to get out of a Madison Python meetup?,1,ways python is used
p71,What do you want to get out of a Madison Python meetup?,2,best practices
p71,What do you want to get out of a Madison Python meetup?,3,projects
p71,What do you want to get out of a Madison Python meetup?,4,etc.
p72,What do you want to get out of a Madison Python meetup?,0,I am a beginner. I just want to see what people do with Python.
p73,What do you want to get out of a Madison Python meetup?,0,Knowledge growth
p74,What do you want to get out of a Madison Python meetup?,0,
p75,What do you want to get out of a Madison Python meetup?,0,I want to read others' code
p75,What do you want to get out of a Madison Python meetup?,1,and hack at fun little problems that aren't ready for primetime.
p76,What do you want to get out of a Madison Python meetup?,0,See other's code;  get and give advice.
p77,What do you want to get out of a Madison Python meetup?,0,I'd like to learn to use python more effectively. In general I'd like to become a more efficient programmer.
p78,What do you want to get out of a Madison Python meetup?,0,Growth
p78,What do you want to get out of a Madison Python meetup?,1,learning
p78,What do you want to get out of a Madison Python meetup?,2,networking
p79,What do you want to get out of a Madison Python meetup?,0,Improve my Python coding skills
p80,What do you want to get out of a Madison Python meetup?,0,more collegialty
p81,What do you want to get out of a Madison Python meetup?,0,Exposure to other python developers' methodologies
p81,What do you want to get out of a Madison Python meetup?,1,i.e. see how 'the pros' do it. Code reviews
p81,What do you want to get out of a Madison Python meetup?,2,feedback
p81,What do you want to get out of a Madison Python meetup?,3,and suggestions
p81,What do you want to get out of a Madison Python meetup?,4,perhaps. Learn about new and existing libraries
p81,What do you want to get out of a Madison Python meetup?,5,tools
p81,What do you want to get out of a Madison Python meetup?,6,frameworks
p81,What do you want to get out of a Madison Python meetup?,7,ecosystems. Refine my understanding of the basics
p81,What do you want to get out of a Madison Python meetup?,8,and expand from there.
p82,What do you want to get out of a Madison Python meetup?,0,new ideas
p82,What do you want to get out of a Madison Python meetup?,1,information
p82,What do you want to get out of a Madison Python meetup?,2,entertainment
p83,What do you want to get out of a Madison Python meetup?,0,
p84,What do you want to get out of a Madison Python meetup?,0,Python use cases
p85,What do you want to get out of a Madison Python meetup?,0,Be able to use Python for research-related purposes
p86,What do you want to get out of a Madison Python meetup?,0,
p87,What do you want to get out of a Madison Python meetup?,0,With the old python meetup I went to a couple of hack nights and presentations. If I'm working with it and need help or a presentation seems interesting I'll show up. I'm mostly interested in data science.
p88,What do you want to get out of a Madison Python meetup?,0,
p89,What do you want to get out of a Madison Python meetup?,0,
p90,What do you want to get out of a Madison Python meetup?,0,
p91,What do you want to get out of a Madison Python meetup?,0,Build skills and a network of pythonistas.
p92,What do you want to get out of a Madison Python meetup?,0,not sure yet
p93,What do you want to get out of a Madison Python meetup?,0,
p94,What do you want to get out of a Madison Python meetup?,0,Comraderie
p94,What do you want to get out of a Madison Python meetup?,1,professional networking
p94,What do you want to get out of a Madison Python meetup?,2,and interesting new industry related talks
p95,What do you want to get out of a Madison Python meetup?,0,Getting hands on real life situations
p96,What do you want to get out of a Madison Python meetup?,0,New ideas on how to use Python. Learn about new features and how other people are using Python. Meet like-minded coders/developers
p97,What do you want to get out of a Madison Python meetup?,0,Friends and new ideas
p98,What do you want to get out of a Madison Python meetup?,0,Enough knowledge to get me a data scientist position.
p99,What do you want to get out of a Madison Python meetup?,0,
p100,What do you want to get out of a Madison Python meetup?,0,More proficiency and confidence with my Python skills
p100,What do you want to get out of a Madison Python meetup?,1,e.g. better at scripting for bioinformatics applications
p0,What format(s) of events would you like to see at MadPy?,0,Presentations
p0,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p0,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p1,What format(s) of events would you like to see at MadPy?,0,Presentations
p1,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p1,What format(s) of events would you like to see at MadPy?,2,Social
p2,What format(s) of events would you like to see at MadPy?,0,Presentations
p2,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p2,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p3,What format(s) of events would you like to see at MadPy?,0,Presentations
p3,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p4,What format(s) of events would you like to see at MadPy?,0,Presentations
p4,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p4,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p5,What format(s) of events would you like to see at MadPy?,0,Presentations
p5,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p6,What format(s) of events would you like to see at MadPy?,0,Presentations
p6,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p6,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p6,What format(s) of events would you like to see at MadPy?,3,Social
p7,What format(s) of events would you like to see at MadPy?,0,Presentations
p8,What format(s) of events would you like to see at MadPy?,0,Presentations
p8,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p8,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p9,What format(s) of events would you like to see at MadPy?,0,Presentations
p9,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p10,What format(s) of events would you like to see at MadPy?,0,
p11,What format(s) of events would you like to see at MadPy?,0,Python Schooling
p11,What format(s) of events would you like to see at MadPy?,1,Social
p12,What format(s) of events would you like to see at MadPy?,0,Presentations
p12,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p13,What format(s) of events would you like to see at MadPy?,0,Presentations
p14,What format(s) of events would you like to see at MadPy?,0,Presentations
p14,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p14,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p15,What format(s) of events would you like to see at MadPy?,0,Presentations
p15,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p16,What format(s) of events would you like to see at MadPy?,0,Presentations
p16,What format(s) of events would you like to see at MadPy?,1,Social
p17,What format(s) of events would you like to see at MadPy?,0,Presentations
p17,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p17,What format(s) of events would you like to see at MadPy?,2,Social
p17,What format(s) of events would you like to see at MadPy?,3,Lightning talks / show and tell
p18,What format(s) of events would you like to see at MadPy?,0,Presentations
p18,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p19,What format(s) of events would you like to see at MadPy?,0,Presentations
p19,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p20,What format(s) of events would you like to see at MadPy?,0,Presentations
p20,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p20,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p20,What format(s) of events would you like to see at MadPy?,3,Social
p21,What format(s) of events would you like to see at MadPy?,0,Presentations
p21,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p21,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p21,What format(s) of events would you like to see at MadPy?,3,Social
p22,What format(s) of events would you like to see at MadPy?,0,Presentations
p22,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p23,What format(s) of events would you like to see at MadPy?,0,Presentations
p23,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p24,What format(s) of events would you like to see at MadPy?,0,Presentations
p24,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p24,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p24,What format(s) of events would you like to see at MadPy?,3,Social
p25,What format(s) of events would you like to see at MadPy?,0,Hack Nights
p25,What format(s) of events would you like to see at MadPy?,1,Social
p26,What format(s) of events would you like to see at MadPy?,0,Presentations
p26,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p26,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p27,What format(s) of events would you like to see at MadPy?,0,Hack Nights
p27,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p28,What format(s) of events would you like to see at MadPy?,0,Presentations
p28,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p29,What format(s) of events would you like to see at MadPy?,0,Presentations
p29,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p29,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p29,What format(s) of events would you like to see at MadPy?,3,Social
p30,What format(s) of events would you like to see at MadPy?,0,Python Schooling
p30,What format(s) of events would you like to see at MadPy?,1,interactive workshop where the instructor codes and we follow in groups of 5 or so with a mentor at each table
p31,What format(s) of events would you like to see at MadPy?,0,Hack Nights
p31,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p32,What format(s) of events would you like to see at MadPy?,0,Presentations
p32,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p33,What format(s) of events would you like to see at MadPy?,0,Presentations
p33,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p33,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p33,What format(s) of events would you like to see at MadPy?,3,Social
p34,What format(s) of events would you like to see at MadPy?,0,Presentations
p34,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p34,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p34,What format(s) of events would you like to see at MadPy?,3,Social
p35,What format(s) of events would you like to see at MadPy?,0,Presentations
p35,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p36,What format(s) of events would you like to see at MadPy?,0,Presentations
p36,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p37,What format(s) of events would you like to see at MadPy?,0,Presentations
p37,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p37,What format(s) of events would you like to see at MadPy?,2,Social
p38,What format(s) of events would you like to see at MadPy?,0,Presentations
p38,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p38,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p39,What format(s) of events would you like to see at MadPy?,0,Presentations
p39,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p39,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p39,What format(s) of events would you like to see at MadPy?,3,Social
p40,What format(s) of events would you like to see at MadPy?,0,Presentations
p40,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p41,What format(s) of events would you like to see at MadPy?,0,Presentations
p41,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p41,What format(s) of events would you like to see at MadPy?,2,Social
p42,What format(s) of events would you like to see at MadPy?,0,Presentations
p42,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p43,What format(s) of events would you like to see at MadPy?,0,Presentations
p43,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p43,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p44,What format(s) of events would you like to see at MadPy?,0,Presentations
p44,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p44,What format(s) of events would you like to see at MadPy?,2,Social
p45,What format(s) of events would you like to see at MadPy?,0,Presentations
p45,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p46,What format(s) of events would you like to see at MadPy?,0,Presentations
p46,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p46,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p47,What format(s) of events would you like to see at MadPy?,0,Presentations
p47,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p48,What format(s) of events would you like to see at MadPy?,0,Presentations
p48,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p48,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p48,What format(s) of events would you like to see at MadPy?,3,Social
p49,What format(s) of events would you like to see at MadPy?,0,Presentations
p49,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p49,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p50,What format(s) of events would you like to see at MadPy?,0,Presentations
p50,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p51,What format(s) of events would you like to see at MadPy?,0,Presentations
p51,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p51,What format(s) of events would you like to see at MadPy?,2,Social
p52,What format(s) of events would you like to see at MadPy?,0,Presentations
p52,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p52,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p52,What format(s) of events would you like to see at MadPy?,3,Social
p53,What format(s) of events would you like to see at MadPy?,0,Presentations
p53,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p54,What format(s) of events would you like to see at MadPy?,0,Presentations
p54,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p54,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p54,What format(s) of events would you like to see at MadPy?,3,Social
p55,What format(s) of events would you like to see at MadPy?,0,Presentations
p55,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p55,What format(s) of events would you like to see at MadPy?,2,Social
p56,What format(s) of events would you like to see at MadPy?,0,Presentations
p56,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p57,What format(s) of events would you like to see at MadPy?,0,Python Schooling
p58,What format(s) of events would you like to see at MadPy?,0,Presentations
p58,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p58,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p59,What format(s) of events would you like to see at MadPy?,0,Presentations
p59,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p59,What format(s) of events would you like to see at MadPy?,2,Social
p60,What format(s) of events would you like to see at MadPy?,0,Presentations
p60,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p60,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p60,What format(s) of events would you like to see at MadPy?,3,Social
p61,What format(s) of events would you like to see at MadPy?,0,Presentations
p61,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p61,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p61,What format(s) of events would you like to see at MadPy?,3,Social
p62,What format(s) of events would you like to see at MadPy?,0,Presentations
p62,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p62,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p62,What format(s) of events would you like to see at MadPy?,3,Social
p63,What format(s) of events would you like to see at MadPy?,0,Presentations
p63,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p63,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p64,What format(s) of events would you like to see at MadPy?,0,Presentations
p64,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p65,What format(s) of events would you like to see at MadPy?,0,Presentations
p65,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p65,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p65,What format(s) of events would you like to see at MadPy?,3,Social
p66,What format(s) of events would you like to see at MadPy?,0,Presentations
p66,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p66,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p66,What format(s) of events would you like to see at MadPy?,3,Social
p67,What format(s) of events would you like to see at MadPy?,0,Presentations
p67,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p67,What format(s) of events would you like to see at MadPy?,2,Social
p68,What format(s) of events would you like to see at MadPy?,0,Presentations
p68,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p68,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p68,What format(s) of events would you like to see at MadPy?,3,Social
p69,What format(s) of events would you like to see at MadPy?,0,Presentations
p69,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p69,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p69,What format(s) of events would you like to see at MadPy?,3,Social
p70,What format(s) of events would you like to see at MadPy?,0,Presentations
p70,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p70,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p71,What format(s) of events would you like to see at MadPy?,0,Presentations
p71,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p71,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p72,What format(s) of events would you like to see at MadPy?,0,Presentations
p72,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p72,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p72,What format(s) of events would you like to see at MadPy?,3,Social
p73,What format(s) of events would you like to see at MadPy?,0,Presentations
p73,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p73,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p74,What format(s) of events would you like to see at MadPy?,0,Presentations
p74,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p75,What format(s) of events would you like to see at MadPy?,0,Presentations
p75,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p75,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p75,What format(s) of events would you like to see at MadPy?,3,Social
p76,What format(s) of events would you like to see at MadPy?,0,Presentations
p76,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p76,What format(s) of events would you like to see at MadPy?,2,Code Reviews
p77,What format(s) of events would you like to see at MadPy?,0,Presentations
p77,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p78,What format(s) of events would you like to see at MadPy?,0,Presentations
p78,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p78,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p79,What format(s) of events would you like to see at MadPy?,0,Presentations
p79,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p79,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p80,What format(s) of events would you like to see at MadPy?,0,Presentations
p80,What format(s) of events would you like to see at MadPy?,1,Social
p81,What format(s) of events would you like to see at MadPy?,0,Presentations
p81,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p81,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p81,What format(s) of events would you like to see at MadPy?,3,q&a sessiosn
p81,What format(s) of events would you like to see at MadPy?,4,demos
p81,What format(s) of events would you like to see at MadPy?,5,etc.
p82,What format(s) of events would you like to see at MadPy?,0,Presentations
p82,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p82,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p83,What format(s) of events would you like to see at MadPy?,0,Presentations
p83,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p83,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p83,What format(s) of events would you like to see at MadPy?,3,Social
p84,What format(s) of events would you like to see at MadPy?,0,Presentations
p84,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p84,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p85,What format(s) of events would you like to see at MadPy?,0,Presentations
p86,What format(s) of events would you like to see at MadPy?,0,Presentations
p86,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p86,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p86,What format(s) of events would you like to see at MadPy?,3,Social
p87,What format(s) of events would you like to see at MadPy?,0,Presentations
p87,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p88,What format(s) of events would you like to see at MadPy?,0,Presentations
p88,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p88,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p89,What format(s) of events would you like to see at MadPy?,0,Presentations
p89,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p89,What format(s) of events would you like to see at MadPy?,2,Social
p90,What format(s) of events would you like to see at MadPy?,0,Presentations
p90,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p90,What format(s) of events would you like to see at MadPy?,2,Social
p91,What format(s) of events would you like to see at MadPy?,0,Presentations
p91,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p91,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p91,What format(s) of events would you like to see at MadPy?,3,Social
p92,What format(s) of events would you like to see at MadPy?,0,Presentations
p92,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p92,What format(s) of events would you like to see at MadPy?,2,Social
p93,What format(s) of events would you like to see at MadPy?,0,Presentations
p93,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p93,What format(s) of events would you like to see at MadPy?,2,Social
p94,What format(s) of events would you like to see at MadPy?,0,Presentations
p94,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p95,What format(s) of events would you like to see at MadPy?,0,Presentations
p95,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p95,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p96,What format(s) of events would you like to see at MadPy?,0,Presentations
p96,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p96,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p96,What format(s) of events would you like to see at MadPy?,3,Social
p97,What format(s) of events would you like to see at MadPy?,0,Presentations
p97,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p97,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p97,What format(s) of events would you like to see at MadPy?,3,Social
p98,What format(s) of events would you like to see at MadPy?,0,Hack Nights
p98,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p99,What format(s) of events would you like to see at MadPy?,0,Presentations
p99,What format(s) of events would you like to see at MadPy?,1,Hack Nights
p99,What format(s) of events would you like to see at MadPy?,2,Python Schooling
p99,What format(s) of events would you like to see at MadPy?,3,Social
p100,What format(s) of events would you like to see at MadPy?,0,Presentations
p100,What format(s) of events would you like to see at MadPy?,1,Python Schooling
p0,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p0,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p0,What kind(s) of events would you like to see at MadPy?,2,Education (teaching & undergraduate studies)
p0,What kind(s) of events would you like to see at MadPy?,3,Web (django/flask/other web development)
p0,What kind(s) of events would you like to see at MadPy?,4,SysAdmin/DevOps
p1,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p1,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p1,What kind(s) of events would you like to see at MadPy?,2,Education (teaching & undergraduate studies)
p1,What kind(s) of events would you like to see at MadPy?,3,Web (django/flask/other web development)
p1,What kind(s) of events would you like to see at MadPy?,4,SysAdmin/DevOps
p2,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p2,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p2,What kind(s) of events would you like to see at MadPy?,2,Education (teaching & undergraduate studies)
p3,What kind(s) of events would you like to see at MadPy?,0,Science (scientific & numeric computing/data science)
p4,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p4,What kind(s) of events would you like to see at MadPy?,1,Web (django/flask/other web development)
p4,What kind(s) of events would you like to see at MadPy?,2,SysAdmin/DevOps
p5,What kind(s) of events would you like to see at MadPy?,0,Science (scientific & numeric computing/data science)
p6,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p6,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p6,What kind(s) of events would you like to see at MadPy?,2,Education (grade school/high school/undergraduate)
p6,What kind(s) of events would you like to see at MadPy?,3,Web (django/flask/other web development)
p6,What kind(s) of events would you like to see at MadPy?,4,SysAdmin/DevOps
p7,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p7,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p7,What kind(s) of events would you like to see at MadPy?,2,Web (django/flask/other web development)
p7,What kind(s) of events would you like to see at MadPy?,3,SysAdmin/DevOps
p8,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p8,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p8,What kind(s) of events would you like to see at MadPy?,2,Education (teaching & undergraduate studies)
p8,What kind(s) of events would you like to see at MadPy?,3,Web (django/flask/other web development)
p8,What kind(s) of events would you like to see at MadPy?,4,Group Projects. i.e. Open Data Projects
p9,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
p9,What kind(s) of events would you like to see at MadPy?,1,Science (scientific & numeric computing/data science)
p9,What kind(s) of events would you like to see at MadPy?,2,Education (teaching & undergraduate studies)
p9,What kind(s) of events would you like to see at MadPy?,3,Web (django/flask/other web development)
p9,What kind(s) of events would you like to see at MadPy?,4,SysAdmin/DevOps
p10,What kind(s) of events would you like to see at MadPy?,0,SysAdmin/DevOps
p11,What kind(s) of events would you like to see at MadPy?,0,Software (engineering/developing)
